frame_number,timestamp,packet_length,src_ip,dst_ip,protocol,ttl,ip_len,src_port,dst_port,tcp_seq,tcp_ack,tcp_flags,tcp_window,tcp_dataofs,tcp_options_raw,tcp_mss,tcp_window_scale,tcp_sack_permitted,tcp_timestamps
346,1160011520.806451,150,192.168.1.1,211.8.0.252,6,128,136,1131,80,144674462.0,3411351245.0,PA,65535.0,5.0,[],,,False,
347,1160011520.806484,54,211.8.0.252,192.168.1.1,6,64,40,80,1131,3411351245.0,144674558.0,A,5840.0,5.0,[],,,False,
348,1160011520.806494,60,192.168.1.1,203.140.25.50,6,128,40,1129,80,906907654.0,3402234901.0,A,64136.0,5.0,[],,,False,
349,1160011520.80779,60,192.168.1.1,203.140.25.50,6,128,40,1129,80,906907654.0,3402234901.0,FA,64136.0,5.0,[],,,False,
350,1160011520.80787,54,203.140.25.50,192.168.1.1,6,64,40,80,1129,3402234901.0,906907655.0,A,5840.0,5.0,[],,,False,
351,1160011520.807902,62,192.168.1.1,211.8.0.252,6,128,48,1132,80,978710338.0,0.0,S,65535.0,7.0,"[('MSS', 1460), ('NOP', None), ('NOP', None), ('SAckOK', b'')]",1460.0,,True,
352,1160011520.807984,62,211.8.0.252,192.168.1.1,6,64,48,80,1132,3406753466.0,978710339.0,SA,5840.0,7.0,"[('MSS', 1460), ('NOP', None), ('NOP', None), ('SAckOK', b'')]",1460.0,,True,
353,1160011520.809182,60,192.168.1.1,211.8.0.252,6,128,40,1132,80,978710339.0,3406753467.0,A,65535.0,5.0,[],,,False,
354,1160011520.809265,150,192.168.1.1,211.8.0.252,6,128,136,1132,80,978710339.0,3406753467.0,PA,65535.0,5.0,[],,,False,
355,1160011520.809299,54,211.8.0.252,192.168.1.1,6,64,40,80,1132,3406753467.0,978710435.0,A,5840.0,5.0,[],,,False,
356,1160011520.810155,1453,203.140.25.50,192.168.1.1,6,64,1439,80,1130,3407104928.0,3013796212.0,PA,5840.0,5.0,[],,,False,
357,1160011520.810322,54,203.140.25.50,192.168.1.1,6,64,40,80,1130,3407106327.0,3013796212.0,FA,5840.0,5.0,[],,,False,
358,1160011520.810783,60,192.168.1.1,203.140.25.50,6,128,40,1130,80,3013796212.0,3407106328.0,A,64136.0,5.0,[],,,False,
359,1160011520.810842,60,192.168.1.1,203.140.25.50,6,128,40,1130,80,3013796212.0,3407106328.0,FA,64136.0,5.0,[],,,False,
360,1160011520.81087,54,203.140.25.50,192.168.1.1,6,64,40,80,1130,3407106328.0,3013796213.0,A,5840.0,5.0,[],,,False,
361,1160011520.811467,1453,211.8.0.252,192.168.1.1,6,64,1439,80,1131,3411351245.0,144674558.0,PA,5840.0,5.0,[],,,False,
362,1160011520.811664,54,211.8.0.252,192.168.1.1,6,64,40,80,1131,3411352644.0,144674558.0,FA,5840.0,5.0,[],,,False,
363,1160011520.812173,62,192.168.1.1,203.140.25.50,6,128,48,1133,80,4197279771.0,0.0,S,65535.0,7.0,"[('MSS', 1460), ('NOP', None), ('NOP', None), ('SAckOK', b'')]",1460.0,,True,
364,1160011520.812278,62,203.140.25.50,192.168.1.1,6,64,48,80,1133,3410640486.0,4197279772.0,SA,5840.0,7.0,"[('MSS', 1460), ('NOP', None), ('NOP', None), ('SAckOK', b'')]",1460.0,,True,
365,1160011520.812296,60,192.168.1.1,211.8.0.252,6,128,40,1131,80,144674558.0,3411352645.0,A,64136.0,5.0,[],,,False,
366,1160011520.812329,60,192.168.1.1,211.8.0.252,6,128,40,1131,80,144674558.0,3411352645.0,FA,64136.0,5.0,[],,,False,
367,1160011520.812357,54,211.8.0.252,192.168.1.1,6,64,40,80,1131,3411352645.0,144674559.0,A,5840.0,5.0,[],,,False,
368,1160011520.813494,60,192.168.1.1,203.140.25.50,6,128,40,1133,80,4197279772.0,3410640487.0,A,65535.0,5.0,[],,,False,
369,1160011520.81356,139,192.168.1.1,203.140.25.50,6,128,125,1133,80,4197279772.0,3410640487.0,PA,65535.0,5.0,[],,,False,
370,1160011520.813593,54,203.140.25.50,192.168.1.1,6,64,40,80,1133,3410640487.0,4197279857.0,A,5840.0,5.0,[],,,False,
371,1160011520.815113,1453,211.8.0.252,192.168.1.1,6,64,1439,80,1132,3406753467.0,978710435.0,PA,5840.0,5.0,[],,,False,
372,1160011520.815311,54,211.8.0.252,192.168.1.1,6,64,40,80,1132,3406754866.0,978710435.0,FA,5840.0,5.0,[],,,False,
373,1160011520.816597,60,192.168.1.1,211.8.0.252,6,128,40,1132,80,978710435.0,3406754867.0,A,64136.0,5.0,[],,,False,
374,1160011520.816694,60,192.168.1.1,211.8.0.252,6,128,40,1132,80,978710435.0,3406754867.0,FA,64136.0,5.0,[],,,False,
375,1160011520.816739,54,211.8.0.252,192.168.1.1,6,64,40,80,1132,3406754867.0,978710436.0,A,5840.0,5.0,[],,,False,
376,1160011520.817241,1453,203.140.25.50,192.168.1.1,6,64,1439,80,1133,3410640487.0,4197279857.0,PA,5840.0,5.0,[],,,False,
377,1160011520.817436,54,203.140.25.50,192.168.1.1,6,64,40,80,1133,3410641886.0,4197279857.0,FA,5840.0,5.0,[],,,False,
378,1160011520.81785,60,192.168.1.1,203.140.25.50,6,128,40,1133,80,4197279857.0,3410641887.0,A,64136.0,5.0,[],,,False,
379,1160011520.817891,60,192.168.1.1,203.140.25.50,6,128,40,1133,80,4197279857.0,3410641887.0,FA,64136.0,5.0,[],,,False,
380,1160011520.817918,54,203.140.25.50,192.168.1.1,6,64,40,80,1133,3410641887.0,4197279858.0,A,5840.0,5.0,[],,,False,
381,1160011520.819802,62,192.168.1.1,211.8.0.252,6,128,48,1134,80,2706765467.0,0.0,S,65535.0,7.0,"[('MSS', 1460), ('NOP', None), ('NOP', None), ('SAckOK', b'')]",1460.0,,True,
382,1160011520.819872,62,211.8.0.252,192.168.1.1,6,64,48,80,1134,3412962796.0,2706765468.0,SA,5840.0,7.0,"[('MSS', 1460), ('NOP', None), ('NOP', None), ('SAckOK', b'')]",1460.0,,True,
383,1160011520.820199,60,192.168.1.1,211.8.0.252,6,128,40,1134,80,2706765468.0,3412962797.0,A,65535.0,5.0,[],,,False,
384,1160011520.820241,150,192.168.1.1,211.8.0.252,6,128,136,1134,80,2706765468.0,3412962797.0,PA,65535.0,5.0,[],,,False,
385,1160011520.820272,54,211.8.0.252,192.168.1.1,6,64,40,80,1134,3412962797.0,2706765564.0,A,5840.0,5.0,[],,,False,
386,1160011520.823426,1453,211.8.0.252,192.168.1.1,6,64,1439,80,1134,3412962797.0,2706765564.0,PA,5840.0,5.0,[],,,False,
387,1160011520.823611,54,211.8.0.252,192.168.1.1,6,64,40,80,1134,3412964196.0,2706765564.0,FA,5840.0,5.0,[],,,False,
388,1160011520.824988,60,192.168.1.1,211.8.0.252,6,128,40,1134,80,2706765564.0,3412964197.0,A,64136.0,5.0,[],,,False,
389,1160011520.82502,60,192.168.1.1,211.8.0.252,6,128,40,1134,80,2706765564.0,3412964197.0,FA,64136.0,5.0,[],,,False,
390,1160011520.825045,54,211.8.0.252,192.168.1.1,6,64,40,80,1134,3412964197.0,2706765565.0,A,5840.0,5.0,[],,,False,
391,1160011524.725852,95,192.168.1.1,84.244.1.30,6,128,81,1101,5050,3112056606.0,3395161500.0,PA,65357.0,5.0,[],,,False,
392,1160011524.725937,54,84.244.1.30,192.168.1.1,6,64,40,5050,1101,3395161500.0,3112056647.0,A,5840.0,5.0,[],,,False,
